anio,plazo,pais,tipo_credito,giro,tipo_poliza,moneda,forma_venta,numero_polizas,prima_emitida,prima_retenida,prima_devengada,suma_asegurada,comision_directa
2017,30,Pais No Especificado,Mixto,Comercio al por menor de combustibles aceites y grasas lubricantes,Global,Nacional,Agentes Persona Moral,1,150000,41250,16438,50000000.0,18750
2017,30,Pais No Especificado,Mixto,Servicios de publicidad y actividades relacionadas,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-127725,-35125,0,1.0,0
2017,30,No aplica (interno),Interno,Servicios relacionados con la ganaderia,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,454740,45474,0,16000000.0,0
2017,30,No aplica (interno),Interno,Otra actividad o servicio relacionada con la agricultura ganaderia aprovechamiento forestal pesca y caza.,Global,Nacional,Agentes Persona Fisica,1,266400,26640,167795,9500000.0,0
2017,30,No aplica (interno),Interno,Construccion de obras para el abastecimiento de agua petroleo gas electricidad y telecomunicaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,108376,10838,34984,5898870.0,0
2017,30,No aplica (interno),Interno,Otras construcciones de ingenieria civil u obra pesada,Global,Nacional,Red de Sucursales Bancarias,1,-281250,-28125,93750,9375000.0,-42188
2017,30,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,114000,11400,0,2850000.0,0
2017,30,No aplica (interno),Interno,Elaboracion de alimentos para animales,Global,Nacional,Agentes Persona Moral,1,295200,81180,32350,196800000.0,44280
2017,30,No aplica (interno),Interno,Elaboracion de productos lacteos,Global,Nacional,Agentes Persona Moral,1,988050,98805,210647,60000000.0,148208
2017,30,No aplica (interno),Interno,Matanza empacado y procesamiento de carne de ganado y aves,Global,Nacional,Agentes Persona Fisica,6,898292,89829,1131299,71102500.0,98219
2017,30,No aplica (interno),Interno,Matanza empacado y procesamiento de carne de ganado y aves,Global,Nacional,Red de Sucursales Bancarias,1,503100,50310,233033,28000000.0,75465
2017,30,No aplica (interno),Interno,Matanza empacado y procesamiento de carne de ganado y aves,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,168300,16830,10986,6000000.0,0
2017,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Red de Sucursales Bancarias,1,675000,67500,87656,30500000.0,101250
2017,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,330405,75111,63408,80700000.0,0
2017,30,No aplica (interno),Interno,Industria del tabaco,Global,Nacional,Agentes Persona Moral,1,2880000,0,1930667,167400000.0,432000
2017,30,No aplica (interno),Interno,Industria del tabaco,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-716544,0,3003456,167400000.0,-107482
2017,30,No aplica (interno),Interno,Confeccion de prendas de vestir,Global,Nacional,Agentes Persona Fisica,1,180000,18000,83375,3000000.0,18000
2017,30,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,234600,23460,163,6000000.0,0
2017,30,No aplica (interno),Interno,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,4860000,486000,1846125,121500000.0,0
2017,30,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,-1,-1,4294,28439101.0,0
2017,30,No aplica (interno),Interno,Fabricacion de productos farmaceuticos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,200000,55000,21917,40000000.0,0
2017,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,1000000,100000,133333,25000000.0,150000
2017,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Red de Sucursales Bancarias,1,255000,25500,177,8900000.0,38250
2017,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,257100,51960,39271,63317000.0,0
2017,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,163358,16336,36638,6014881.0,0
2017,30,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Agentes Persona Fisica,1,240000,24000,43500,12210000.0,30000
2017,30,No aplica (interno),Interno,Industria del aluminio,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,1012500,278437,110957,450000000.0,0
2017,30,No aplica (interno),Interno,Industrias de metales no ferrosos excepto aluminio,Global,Nacional,Agentes Persona Moral,2,2487562,248756,2388041,140000000.0,373134
2017,30,No aplica (interno),Interno,Fabricacion de maquinaria y equipo para el comercio y los servicios,Global,Extranjera,Agentes Persona Moral,1,229122,63008,25108,57280693.0,28640
2017,30,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Nacional,Agentes Persona Fisica,2,846600,113815,446563,115000000.0,148155
2017,30,No aplica (interno),Interno,Fabricacion de instrumentos de navegacion medicion medicos y de control,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,163750,16375,15010,5731250.0,0
2017,30,No aplica (interno),Interno,Fabricacion de otros equipos y accesorios electricos,Global,Extranjera,Agentes Persona Fisica,1,149527,41119,16386,29905440.0,18690
2017,30,No aplica (interno),Interno,Fabricacion de automoviles y camiones,Global,Nacional,Agentes Persona Moral,1,250000,68750,27396,66666666.0,31250
2017,30,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Fisica,2,842238,84224,786392,33900000.0,105280
2017,30,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Agentes Persona Fisica,1,158769,43661,17399,88205211.0,23815
2017,30,No aplica (interno),Interno,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-111773,-11177,331283,18409671.0,0
2017,30,No aplica (interno),Interno,Comercio al por mayor de bebidas y tabaco,Global,Extranjera,Agentes Persona Fisica,1,221013,60778,24220,116323144.0,38677
2017,30,No aplica (interno),Interno,Comercio al por mayor de articulos de perfumeria joyeria y otros accesorios de vestir,Global,Nacional,Agentes Persona Fisica,1,180400,49610,19769,110000000.0,27060
2017,30,No aplica (interno),Interno,Comercio al por mayor de articulos de perfumeria joyeria y otros accesorios de vestir,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,115150,11515,77806,4030250.0,0
2017,30,No aplica (interno),Interno,Comercio al por mayor de articulos de papeleria libros revistas y periodicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-70242,-7024,70242,3500000.0,0
2017,30,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos de linea blanca,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,400000,110000,43835,200000000.0,0
2017,30,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Red de Sucursales Bancarias,1,403336,40334,85989,16600000.0,60500
2017,30,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,272000,27200,35322,6800000.0,0
2017,30,No aplica (interno),Interno,Comercio al por mayor de materiales de desecho,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,213839,21384,15364,8238755.0,0
2017,30,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Fisica,1,195500,19550,1765,5865000.0,19550
2017,30,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Extranjera,Agentes Persona Fisica,1,142292,14229,12399,4719096.0,14229
2017,30,No aplica (interno),Interno,Comercio al por menor de muebles para el hogar y otros enseres domesticos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,298000,29800,46069,10230000.0,0
2017,30,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,284940,28494,50746,10976814.0,0
2017,30,No aplica (interno),Interno,Comercio al por menor de combustibles aceites y grasas lubricantes,Global,Nacional,Agentes Persona Fisica,3,-649748,-178682,1,114.0,-97464
2017,30,No aplica (interno),Interno,Comercio al por menor de combustibles aceites y grasas lubricantes,Global,Nacional,Agentes Persona Moral,2,310400,31040,131526,10000000.0,34305
2017,30,No aplica (interno),Interno,Servicios relacionados con el transporte por carretera,Global,Nacional,Agentes Persona Fisica,1,100000,27500,10958,22222222.0,15000
2017,30,No aplica (interno),Interno,Reventa de servicios de telecomunicaciones,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,240000,24000,15667,6000000.0,0
2017,30,No aplica (interno),Interno,Otros servicios de informacion,Global,Nacional,Agentes Persona Fisica,1,197494,19749,51156,7000000.0,14812
2017,30,No aplica (interno),Interno,Servicios de arquitectura ingenieria y actividades relacionadas,Global,Nacional,Agentes Persona Fisica,1,260100,26010,5058,9000000.0,26010
2017,30,No aplica (interno),Interno,Servicios de consultoria en computacion,Global,Extranjera,Agentes Persona Fisica,1,416870,41687,59585,13764030.0,52109
2017,30,No aplica (interno),Interno,Servicios de consultoria administrativa cientifica y tecnica,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-13539,-1354,121875,3500000.0,0
2017,30,No aplica (interno),Interno,Otros servicios profesionales cientificos y tecnicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,315000,63000,59756,56153571.0,0
2017,30,No aplica (interno),Interno,Agencias de viajes y servicios de reservaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,859998,86000,338802,111095385.0,0
2017,31,No aplica (interno),Interno,Servicios de preparacion de alimentos por encargo,Global,Nacional,Agentes Persona Moral,2,1360000,374000,149038,800000000.0,204000
2017,35,Pais No Especificado,Mixto,Fabricacion de productos quimicos basicos,Global,Extranjera,Agentes Persona Moral,1,269439,74095,29527,103630693.0,47151
2017,35,No aplica (interno),Interno,Fabricacion de fertilizantes pesticidas y otros agroquimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,414937,114107,45472,207468990.0,0
2017,35,No aplica (interno),Interno,Fabricacion de otros productos quimicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,512900,141047,56207,223000000.0,0
2017,35,No aplica (interno),Interno,Fabricacion de productos de hule,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,540000,148500,59177,300000000.0,0
2017,35,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de cocina metalicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,702000,193050,76930,260000000.0,0
2017,35,No aplica (interno),Interno,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,200000,55000,0,66666666.0,0
2017,36,Pais No Especificado,Mixto,Mineria de minerales no metalicos,Global,Extranjera,Agentes Persona Fisica,1,4658890,1218694,565349,3439260400.0,902805
2017,36,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,200083,55022,21926,71458400.0,0
2017,36,No aplica (interno),Interno,Fabricacion de aparatos electricos de uso domestico,Global,Nacional,Agentes Persona Fisica,1,240000,66000,26301,60000000.0,42000
2017,40,Pais No Especificado,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-263444,-72447,0,1.0,0
2017,40,Pais No Especificado,Exportacion,Fabricacion de productos de papel y carton,Global,Extranjera,Agentes Persona Moral,1,175393,48233,19220,175393848.0,26309
2017,40,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Moral,1,695619,191295,76231,695619000.0,104342
2017,40,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,132542,36449,14525,67970574.0,0
2017,40,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,-19835,-5455,4,49662.0,0
2017,42,Pais No Especificado,Mixto,Elaboracion de productos lacteos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,1504800,413820,164907,1368000000.0,0
2017,42,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,145000,39875,15890,40776152.0,0
2017,45,Pais No Especificado,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,20,4,2,232.0,0
2017,45,Pais No Especificado,Exportacion,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Agentes Persona Moral,2,113064,31092,12389,82407198.0,19751
2017,45,Pais No Especificado,Exportacion,Maquinado de piezas metalicas y fabricacion de tornillos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,181590,49937,19899,34921153.0,0
2017,45,Pais No Especificado,Exportacion,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Extranjera,Agentes Persona Fisica,1,303925,83579,0,178779840.0,53187
2017,45,Pais No Especificado,Exportacion,Edicion de periodicos revistas libros y similares excepto a traves de Internet,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,349292,96055,38278,113406700.0,0
2017,45,Pais No Especificado,Mixto,Fabricacion de otros productos de cuero piel y materiales sucedaneos,Global,Nacional,Agentes Persona Fisica,1,233100,64102,25544,185000000.0,34965
2017,45,Pais No Especificado,Mixto,Fabricacion de otros productos quimicos,Global,Extranjera,Agentes Persona Moral,2,1064240,292665,116627,547141622.0,159635
2017,45,Pais No Especificado,Mixto,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,3,539000,148225,59067,245000000.0,0
2017,45,Pais No Especificado,Mixto,Fabricacion de maquinaria y equipo para las actividades agropecuarias para la construccion y para la industria extractiva,Global,Nacional,Agentes Persona Fisica,1,305800,84095,33511,139000000.0,53515
2017,45,Pais No Especificado,Mixto,Comercio al por mayor de electrodomesticos menores y aparatos de linea blanca,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,265082,72897,29049,70688720.0,0
2017,45,Pais No Especificado,Mixto,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Fisica,1,250000,56250,30000,2822500.0,25000
2017,45,No aplica (interno),Interno,Acabado y recubrimiento de textiles,Global,Nacional,Agentes Persona Fisica,1,250000,68750,27396,71428571.0,43750
2017,45,No aplica (interno),Interno,Impresion e industrias conexas,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,6551,1801,717,3275679.0,0
2017,45,No aplica (interno),Interno,Fabricacion de otros productos quimicos,Global,Nacional,Agentes Persona Moral,2,403872,111063,44258,224373332.0,60580
2017,45,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Agentes Persona Fisica,3,30,6,3,336.0,3
2017,45,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,1,680400,153090,81648,7681716.0,68040
2017,45,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Agentes Persona Moral,1,801652,220454,87851,356290000.0,120247
2017,45,No aplica (interno),Interno,Maquinado de piezas metalicas y fabricacion de tornillos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,229268,63048,25124,44090000.0,0
2017,45,No aplica (interno),Interno,Fabricacion de otra maquinaria y equipo para la industria en general,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,288000,79200,31561,150000000.0,0
2017,45,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Fisica,1,495000,136125,54245,250000000.0,74250
2017,45,No aplica (interno),Interno,Comercio al por mayor de articulos de papeleria libros revistas y periodicos,Global,Nacional,Agentes Persona Moral,1,4000000,400000,1033333,160000000.0,600000
2017,45,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Moral,2,920000,253000,76711,755000000.0,161000
2017,45,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,838000,230450,91834,167600000.0,0
2017,45,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Agentes Persona Fisica,1,84000,23100,9205,30000000.0,12600
2017,45,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,690000,189750,75615,600000000.0,0
2017,45,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Extranjera,Agentes Persona Fisica,1,213774,58787,23426,42754800.0,32066
2017,45,No aplica (interno),Interno,Edicion de periodicos revistas libros y similares excepto a traves de Internet,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,1028720,282898,112734,334000000.0,0
2017,50,No aplica (interno),Interno,Fabricacion de celulosa papel y carton,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,1177080,323697,128993,1154000000.0,0
2017,50,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,280000,77000,30684,80000000.0,0
2017,50,No aplica (interno),Interno,Servicios de revelado de fotografias y otros servicios personales,Global,Nacional,Agentes Persona Fisica,1,600000,165000,65752,400000000.0,105000
2017,60,Costa Rica,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,1,100564,10056,0,4129209.0,15085
2017,60,EUA,No disponible,No disponible,No disponible,No disponible,No disponible,1,-9074,0,91727,40259788.0,-1361
2017,60,EUA,Exportacion,Otros cultivos,Global,Extranjera,Red de Sucursales Bancarias,1,-266464,-26646,796792,65870715.0,-39970
2017,60,EUA,Exportacion,Explotacion de bovinos,Global,Extranjera,Red de Sucursales Bancarias,2,483982,48398,332783,57847918.0,72838
2017,60,EUA,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Red de Sucursales Bancarias,1,23819,2382,340824,11011224.0,3573
2017,60,EUA,Exportacion,Matanza empacado y procesamiento de carne de ganado y aves,Global,Extranjera,Red de Sucursales Bancarias,1,223552,22355,83811,29494350.0,33533
2017,60,EUA,Exportacion,Preparacion e hilado de fibras textiles y fabricacion de hilos,Global,Extranjera,Agentes Persona Fisica,1,422899,42290,131803,22120763.0,63435
2017,60,EUA,Exportacion,Tejido de prendas de vestir de punto,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,260944,26094,119212,25561770.0,0
2017,60,EUA,Exportacion,Curtido y acabado de cuero y piel,Global,Extranjera,Agentes Persona Fisica,1,393664,39366,56870,15165208.0,39366
2017,60,EUA,Exportacion,Fabricacion de hules resinas y fibras quimicas,Global,Extranjera,Agentes Persona Fisica,1,652739,65274,90127,24033923.0,97911
2017,60,EUA,Exportacion,Fabricacion de hules resinas y fibras quimicas,Global,Extranjera,Red de Sucursales Bancarias,1,93978,9398,29290,76685310.0,14097
2017,60,EUA,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Fisica,1,217908,21791,15730,8258418.0,32686
2017,60,EUA,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,1,307425,30743,99702,19662900.0,30743
2017,60,EUA,Exportacion,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Agentes Persona Fisica,1,66547,6655,9058,455353438.0,9982
2017,60,EUA,Exportacion,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Red de Sucursales Bancarias,1,734324,73432,563,36473244.0,110149
2017,60,EUA,Exportacion,Industria del aluminio,Global,Extranjera,Red de Sucursales Bancarias,1,1499678,149968,685129,68820150.0,224952
2017,60,EUA,Exportacion,Fabricacion de otra maquinaria y equipo para la industria en general,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,91839,9184,6630,53526779.0,0
2017,60,EUA,Exportacion,Fabricacion de computadoras y equipo periferico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,162756,16276,0,5898870.0,0
2017,60,EUA,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,1,151738,15174,79283,5898870.0,22761
2017,60,EUA,Exportacion,Comercio al por mayor de productos textiles y calzado,Global,Extranjera,Red de Sucursales Bancarias,2,383204,38320,749890,43258380.0,57481
2017,60,EUA,Exportacion,Comercio al por mayor de articulos de perfumeria joyeria y otros accesorios de vestir,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,587653,58765,361142,19662900.0,0
2017,60,EUA,Exportacion,Otro producto al Comercio al por mayor,Global,Extranjera,Agentes Persona Fisica,1,-55869,-5587,0,11487066.0,-5587
2017,60,EUA,Exportacion,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,6909,691,3580,45224670.0,0
2017,60,EUA,Exportacion,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Extranjera,Agentes Persona Fisica,1,869127,86913,196199,32001370.0,86913
2017,60,EUA,Exportacion,Otros servicios relacionados con el transporte,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,110314,11031,14081,4247186.0,0
2017,60,EUA,Exportacion,Otros servicios de informacion,Global,No disponible,Agentes Persona Moral,1,70403,0,84295,40259788.0,10560
2017,60,Guatemala,Exportacion,Otras industrias alimentarias,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,355327,35533,76046,13984254.0,0
2017,60,Guatemala,Exportacion,Comercio al por menor de motocicletas y otros vehiculos de motor,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,98569,9857,2446,6882015.0,0
2017,60,Panama,Exportacion,Fabricacion de productos derivados del petroleo y del carbon,Global,Extranjera,Agentes Persona Fisica,1,378976,37898,0,14004901.0,56846
2017,60,Panama,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Red de Sucursales Bancarias,1,598775,59878,263090,27528060.0,89816
2017,60,Paraguay,Exportacion,Fabricacion de jabones limpiadores y preparaciones de tocador,Global,Extranjera,Red de Sucursales Bancarias,1,-151675,-15168,0,5898870.0,-22751
2017,60,Peru,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,809947,80995,419708,117977400.0,0
2017,60,Puerto Rico,Exportacion,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Red de Sucursales Bancarias,1,-159636,-15964,444414,31460640.0,-23945
2017,60,Suiza,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Agentes Persona Moral,3,165507,0,212663,1784675512.0,24826
2017,60,Suiza,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Red de Sucursales Bancarias,1,453939,45394,107213,12490857.0,68091
2017,60,Trinidad y Tobago,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Fisica,1,192791,19279,101627,6434291.0,14459
2017,60,Pais No Especificado,Exportacion,Fabricacion de otros productos de cuero piel y materiales sucedaneos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1143493,314460,125312,457397600.0,0
2017,60,Pais No Especificado,Exportacion,Fabricacion de otros productos quimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,701689,192964,76896,467793000.0,0
2017,60,Pais No Especificado,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,172930,47556,18951,88682559.0,0
2017,60,Pais No Especificado,Exportacion,Industria basica del hierro y del acero,Global,Extranjera,Agentes Persona Fisica,2,34,8,4,402.0,2
2017,60,Pais No Especificado,Exportacion,Fabricacion de herramientas de mano sin motor y utensilios de cocina metalicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,107976,29693,11832,39991400.0,0
2017,60,Pais No Especificado,Exportacion,Fabricacion de otros productos metalicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,108954,29962,11939,36318000.0,0
2017,60,Pais No Especificado,Exportacion,Otras industrias manufactureras,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,4,806631,221821,107198,303228391.0,0
2017,60,Pais No Especificado,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Agentes Persona Moral,1,2759706,758919,302429,1616699786.0,413955
2017,60,Pais No Especificado,Mixto,Elaboracion de alimentos para animales,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,944181,259649,103470,377672412.0,0
2017,60,Pais No Especificado,Mixto,Industria basica del hierro y del acero,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-189960,-52239,0,1.0,0
2017,60,Pais No Especificado,Mixto,Otros servicios de telecomunicaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,387661,106606,42481,125052200.0,0
2017,60,No aplica (interno),Interno,Otros cultivos,Global,Extranjera,Red de Sucursales Bancarias,1,69487,6949,47351,65870715.0,10423
2017,60,No aplica (interno),Interno,Explotacion de bovinos,Global,Nacional,Red de Sucursales Bancarias,1,549120,54912,12584,40103700.0,82368
2017,60,No aplica (interno),Interno,Mineria de minerales metalicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,222162,22216,0,7984868.0,0
2017,60,No aplica (interno),Interno,Division de terrenos y construccion de obras de urbanizacion,Global,Nacional,Agentes Persona Fisica,1,2560000,256000,3556,76800000.0,435200
2017,60,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Fisica,2,406064,40606,104812,10151600.0,27046
2017,60,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,199573,19957,92718,5000000.0,19957
2017,60,No aplica (interno),Interno,Elaboracion de alimentos para animales,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-65236,-6524,654764,21600000.0,0
2017,60,No aplica (interno),Interno,Elaboracion de alimentos para animales,Global,Extranjera,Agentes Persona Moral,1,842038,84204,335842,26544915.0,126306
2017,60,No aplica (interno),Interno,Conservacion de frutas verduras y guisos,Global,Nacional,Agentes Persona Moral,4,227232,0,190611,1528402804.0,34084
2017,60,No aplica (interno),Interno,Elaboracion de productos lacteos,Global,Nacional,Red de Sucursales Bancarias,1,420000,42000,300125,25000000.0,63000
2017,60,No aplica (interno),Interno,Elaboracion de productos lacteos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,1100000,110000,236042,33000000.0,0
2017,60,No aplica (interno),Interno,Elaboracion de productos lacteos,Global,Extranjera,Red de Sucursales Bancarias,1,1271130,127113,31543,74719020.0,190670
2017,60,No aplica (interno),Interno,Elaboracion de productos de panaderia y tortillas,Global,Nacional,Red de Sucursales Bancarias,1,-97500,-9750,292500,250000.0,-14625
2017,60,No aplica (interno),Interno,Otras industrias alimentarias,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,270715,40347,110124,19147324.0,0
2017,60,No aplica (interno),Interno,Preparacion e hilado de fibras textiles y fabricacion de hilos,Global,Extranjera,Agentes Persona Moral,1,205086,20509,15049,5643252.0,15381
2017,60,No aplica (interno),Interno,Confeccion de alfombras blancos y similares,Global,Extranjera,Red de Sucursales Bancarias,1,285032,28503,20974,7865160.0,42755
2017,60,No aplica (interno),Interno,Confeccion de prendas de vestir,Global,Nacional,Red de Sucursales Bancarias,1,252800,25280,5793,6320000.0,37920
2017,60,No aplica (interno),Interno,Curtido y acabado de cuero y piel,Global,Nacional,Agentes Persona Fisica,1,126240,12624,16569,4418400.0,12624
2017,60,No aplica (interno),Interno,Impresion e industrias conexas,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,316500,31650,54291,12295000.0,0
2017,60,No aplica (interno),Interno,Impresion e industrias conexas,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,137379,13738,1995,4536231.0,0
