anio,plazo,pais,tipo_credito,giro,tipo_poliza,moneda,forma_venta,numero_polizas,prima_emitida,prima_retenida,prima_devengada,suma_asegurada,comision_directa
2015,7,E.U.A.,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Agentes Persona Moral,2,1521463,420914,262586,577263923.0,228219
2015,14,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,234971,63780,52641,1305505.0,0
2015,15,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,28800,7920,3558,1.0,0
2015,15,No aplica (interno),Interno,Fabricacion de accesorios de iluminacion,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,181500,49912,22426,1.0,0
2015,15,Pais no Especificado,Exportacion,Fabricacion de accesorios de iluminacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,18992,5222,3461,33.0,0
2015,15,Pais no Especificado,Mixto,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,3,1217876,334916,147341,174.0,0
2015,18,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Moral,1,71250,19593,4616,1.0,12468
2015,19,E.U.A.,Mixto,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Agentes Persona Fisica,2,429318,118061,61289,214925502.0,42931
2015,19,No aplica (interno),Mixto,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Agentes Persona Fisica,2,550533,151396,78594,275607871.0,55053
2015,20,No aplica (interno),Interno,Cultivo de hortalizas,Global,Nacional,Agentes Persona Fisica,2,84677,23286,16883,2.0,2040
2015,21,E.U.A.,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Agentes Persona Moral,2,358885,98693,51023,840859.0,53832
2015,25,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Fisica,1,100000,27500,452,1.0,17500
2015,28,Costa Rica,Exportacion,Otras industrias manufactureras,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,8525,2278,1250,4175919.0,0
2015,28,E.U.A.,Exportacion,Otras industrias manufactureras,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,123762,33024,31680,151769638.0,0
2015,28,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Moral,2,206357,56747,27470,2.0,30953
2015,30,Alemania,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,16823,4316,2459,2060210.0,0
2015,30,Canada,Exportacion,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,2,35223,9962,6721,15705712.0,3521
2015,30,Canada,Exportacion,Confeccion de accesorios de vestir,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,198216,54509,28693,71722426.0,0
2015,30,Canada,Exportacion,Cultivo de hortalizas,Global,Extranjera,Agentes Persona Fisica,2,135466,37253,13298,69731191.0,15333
2015,30,Canada,Mixto,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Agentes Persona Fisica,2,14722,4048,884,2803335.0,1471
2015,30,Colombia,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,36997,10173,5423,1424133.0,0
2015,30,Colombia,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,11535,0,0,887639.0,0
2015,30,Corea del Sur,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1561,400,227,191275.0,0
2015,30,Costa Rica,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,13634,3748,1998,219871.0,0
2015,30,Costa Rica,Mixto,Fabricacion de productos farmaceuticos,Global,Extranjera,Agentes Persona Fisica,1,15765,4335,2282,590413.0,1970
2015,30,Costa Rica,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1729,443,252,211745.0,0
2015,30,E.U.A.,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Agentes Persona Moral,2,539895,53989,403288,42050433.0,522
2015,30,E.U.A.,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,3,95556,26248,9404,3.0,0
2015,30,E.U.A.,Exportacion,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,2,98460,27848,18788,45577712.0,9845
2015,30,E.U.A.,Exportacion,"Comercio al por menor de articulos de ferreteria, tlapaleria y vi",Global,Extranjera,Agentes Persona Moral,1,256961,25696,0,6424014.0,25696
2015,30,E.U.A.,Exportacion,Confeccion de accesorios de vestir,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,75643,20801,10949,6139681.0,0
2015,30,E.U.A.,Exportacion,"Construccion de obras para el abastecimiento de agua, petroleo,",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,76908,7691,19708,2327529.0,0
2015,30,E.U.A.,Exportacion,Cultivo de hortalizas,Global,Extranjera,Agentes Persona Fisica,2,185708,51069,18230,95593031.0,21020
2015,30,E.U.A.,Exportacion,Cultivo de hortalizas,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,106242,10624,36078,3718481.0,0
2015,30,E.U.A.,Exportacion,Curtido y acabado de cuero y piel,Global,Extranjera,Agentes Persona Fisica,1,108459,29826,18369,1.0,10845
2015,30,E.U.A.,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,11939,3282,1749,132532.0,0
2015,30,E.U.A.,Exportacion,Elaboracion de productos de panaderia y tortillas,Global,Extranjera,Agentes Persona Moral,1,84527,8453,939,2958428.0,12679
2015,30,E.U.A.,Exportacion,Fabricacion de calzado,Global,Extranjera,Agentes Persona Fisica,2,354775,97562,56104,2.0,39571
2015,30,E.U.A.,Exportacion,Fabricacion de cemento y productos de concreto,Global,Extranjera,Agentes Persona Moral,4,17513,5610,9130,30095201.0,2625
2015,30,E.U.A.,Exportacion,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,157705,15770,50318,120916771.0,0
2015,30,E.U.A.,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Fisica,2,68237,18764,9820,20921234.0,7163
2015,30,E.U.A.,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Red de Sucursales Bancarias,1,101432,10143,0,3550113.0,25358
2015,30,E.U.A.,Exportacion,Fabricacion de productos derivados del petroleo y del carbon,Global,Extranjera,Agentes Persona Moral,1,103825,10383,17953,3076300.0,15574
2015,30,E.U.A.,Exportacion,Fabricacion de telas,Global,Extranjera,Agentes Persona Fisica,1,1035,258,258,1.0,129
2015,30,E.U.A.,Exportacion,Fabricacion de vidrio y productos de vidrio,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,133358,13336,45656,4622141.0,0
2015,30,E.U.A.,Exportacion,Industria de las bebidas,Global,Extranjera,Agentes Persona Moral,1,339415,33941,200113,13576583.0,0
2015,30,E.U.A.,Exportacion,"Industrias de metales no ferrosos, excepto aluminio",Global,Extranjera,Agentes Persona Moral,2,406462,40646,387926,22593920.0,60969
2015,30,E.U.A.,Exportacion,"Matanza, empacado y procesamiento de carne de ganado y aves",Global,Extranjera,Agentes Persona Moral,1,205788,20579,20150,7202586.0,15434
2015,30,E.U.A.,Exportacion,Otras industrias alimentarias,Global,Extranjera,Agentes Persona Moral,1,116669,11667,29896,4083412.0,11667
2015,30,E.U.A.,Exportacion,Otras industrias alimentarias,Global,Extranjera,Red de Sucursales Bancarias,1,157379,15738,78799,7344365.0,0
2015,30,E.U.A.,Exportacion,Otros servicios de telecomunicaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,555606,55561,96074,19995950.0,0
2015,30,E.U.A.,Exportacion,"Servicios de ambulancias, de bancos de organos y otros servicios",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,83861,8386,0,9677961.0,0
2015,30,E.U.A.,Exportacion,Silvicultura,Global,Extranjera,Red de Sucursales Bancarias,2,168085,16809,152816,8596980.0,42021
2015,30,E.U.A.,Mixto,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Agentes Persona Fisica,2,302646,83226,18193,57628339.0,30264
2015,30,E.U.A.,Mixto,Fabricacion de productos de papel y carton,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,78554,21602,11411,13824024.0,0
2015,30,E.U.A.,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,132627,34027,19388,16241948.0,0
2015,30,El Salvador,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,11846,3257,1736,127759.0,0
2015,30,El Salvador,Exportacion,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,31579,8684,4328,1.0,0
2015,30,El Salvador,Mixto,Fabricacion de otros productos quimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,527,144,108,250278.0,0
2015,30,España,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,166024,42596,24270,20331671.0,0
2015,30,Francia,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,111440,28591,16291,13647306.0,0
2015,30,Guatemala,Exportacion,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,2,1381,390,263,591739.0,137
2015,30,Guatemala,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,15557,4277,2280,319024.0,0
2015,30,Guatemala,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,874,0,0,67306.0,0
2015,30,Honduras,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,9058,0,0,697011.0,0
2015,30,Hong-Kong,Exportacion,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,2,29752,8414,5677,16155989.0,2975
2015,30,Hong-Kong,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,12626,3239,1845,1546389.0,0
2015,30,Japon,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,4281,1098,625,524377.0,0
2015,30,Luxemburgo,Exportacion,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,2,11082,3134,2114,4745752.0,1107
2015,30,Nicaragua,Exportacion,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,9797,2693,1436,22061.0,0
2015,30,No aplica (interno),No Disponible,No Disponible,No Disponible,No Disponible,No Disponible,1,391000,39100,0,13685000.0,97750
2015,30,No aplica (interno),Interno,Aserrado y conservacion de la madera,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,25000,6875,6875,1.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Moral,3,835455,83545,110597,36233400.0,16646
2015,30,No aplica (interno),Interno,"Comercio al por mayor de articulos de papeleria, libros, revistas",Global,Nacional,Agentes Persona Moral,1,94095,9410,39794,2352375.0,9410
2015,30,No aplica (interno),Interno,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,2326645,232665,0,95774000.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Extranjera,Agentes Persona Moral,2,833541,229223,80816,2.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Agentes Persona Moral,1,17100,4702,798,1.0,855
2015,30,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,236550,65050,8758,2.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de maquinaria y equipo para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,197000,19700,0,6895000.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de materiales de desecho,Global,Nacional,Red de Sucursales Bancarias,1,478500,47850,282115,20000000.0,0
2015,30,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,120050,12005,60775,3000000.0,0
2015,30,No aplica (interno),Interno,"Comercio al por menor de combustibles, aceites y grasas lubrica",Global,Nacional,Agentes Persona Fisica,4,3434911,944599,500422,2902726.0,515235
2015,30,No aplica (interno),Interno,"Comercio al por menor de combustibles, aceites y grasas lubrica",Global,Nacional,Agentes Persona Moral,4,765712,23140,389220,24508275.0,72486
2015,30,No aplica (interno),Interno,"Comercio al por menor de combustibles, aceites y grasas lubrica",Global,Nacional,Red de Sucursales Bancarias,4,2245000,224500,921896,78575000.0,218750
2015,30,No aplica (interno),Interno,"Comercio al por menor de computadoras, telefonos y otros aparatos",Global,Extranjera,Agentes Persona Moral,2,-43819,-4382,320971,13416663.0,0
2015,30,No aplica (interno),Interno,"Comercio al por menor de computadoras, telefonos y otros aparatos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,230723,23072,28199,8075288.0,0
2015,30,No aplica (interno),Interno,"Comercio al por menor de computadoras, telefonos y otros aparatos",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,368296,36830,187473,9200000.0,0
2015,30,No aplica (interno),Interno,Comercio al por menor de muebles para el hogar y otros enseres,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,240000,24000,41500,7200000.0,0
2015,30,No aplica (interno),Interno,Confeccion de prendas de vestir,Global,Nacional,Agentes Persona Moral,1,134189,13419,1620,5000000.0,23483
2015,30,No aplica (interno),Interno,"Construccion de obras para el abastecimiento de agua, petroleo,",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,76908,7691,19708,2339526.0,0
2015,30,No aplica (interno),Interno,"Edicion de periodicos, revistas, libros y similares, excepto a",Global,Nacional,Red de Sucursales Bancarias,1,63840,6384,33117,7000000.0,15960
2015,30,No aplica (interno),Interno,Explotacion de bovinos,Global,Nacional,Red de Sucursales Bancarias,1,540000,54000,23625,18900000.0,135000
2015,30,No aplica (interno),Interno,"Fabricacion de celulosa, papel y carton",Global,Nacional,Red de Sucursales Bancarias,1,212500,21250,9297,6250000.0,53125
2015,30,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Fisica,2,389955,107236,54779,360001.0,64891
2015,30,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,3,112300,15532,69296,3000002.0,16845
2015,30,No aplica (interno),Interno,Fabricacion de equipo de audio y de video,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,456255,125469,87378,2.0,0
2015,30,No aplica (interno),Interno,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,11573,0,0,1.0,0
2015,30,No aplica (interno),Interno,Fabricacion de estructuras metalicas y productos de herreria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,200000,55000,30023,1.0,0
2015,30,No aplica (interno),Interno,Fabricacion de maquinaria y equipo para las actividades agropecua,Global,Nacional,Agentes Persona Moral,1,288000,28800,28200,6000000.0,21600
2015,30,No aplica (interno),Interno,Fabricacion de otros productos de madera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,254403,63600,40942,1.0,0
2015,30,No aplica (interno),Interno,Fabricacion de otros productos quimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,136395,13640,75112,4496550.0,0
2015,30,No aplica (interno),Interno,Fabricacion de partes para vehiculos automotores,Global,Nacional,Agentes Persona Moral,1,380000,38000,97375,13300000.0,38000
2015,30,No aplica (interno),Interno,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Nacional,Red de Sucursales Bancarias,1,225000,22500,76406,7875000.0,56250
2015,30,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Fisica,1,38400,10560,9600,1.0,5760
2015,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,2,217292,59755,5132,2.0,38026
2015,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,101171,10117,17494,3540979.0,0
2015,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,2,924155,92416,959918,38290000.0,138623
2015,30,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,7,537154,130232,565442,16147457.0,0
2015,30,No aplica (interno),Interno,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,2520000,252000,855749,75600000.0,0
2015,30,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,150158,41293,37539,1.0,0
2015,30,No aplica (interno),Interno,"Fabricacion de sistemas de aire acondicionado, calefaccion y de",Global,Extranjera,Red de Sucursales Bancarias,3,266551,26655,54633,12574346.0,66638
2015,30,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Extranjera,Agentes Persona Moral,1,250888,25089,43383,10305605.0,18817
2015,30,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,803250,80325,390708,24780000.0,0
2015,30,No aplica (interno),Interno,Industria de las bebidas,Global,Nacional,Agentes Persona Moral,1,21548,5387,5387,1.0,3232
2015,30,No aplica (interno),Interno,Industria del tabaco,Global,Nacional,Agentes Persona Moral,1,7125000,1959375,1069604,5884842.0,1068750
2015,30,No aplica (interno),Interno,"Industrias de metales no ferrosos, excepto aluminio",Global,Nacional,Agentes Persona Moral,2,1543416,154342,1427415,140000000.0,231512
2015,30,No aplica (interno),Interno,Intermediacion al por mayor,Global,Nacional,Red de Sucursales Bancarias,2,1033336,103334,231181,40708000.0,258334
2015,30,No aplica (interno),Interno,"Matanza, empacado y procesamiento de carne de ganado y aves",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,320262,32026,108756,11209000.0,0
2015,30,No aplica (interno),Interno,"Matanza, empacado y procesamiento de carne de ganado y aves",Global,Nacional,Red de Sucursales Bancarias,1,503100,50310,212770,20124000.0,125775
2015,30,No aplica (interno),Interno,Otras construcciones de ingenieria civil u obra pesada,Global,Nacional,Red de Sucursales Bancarias,1,375000,37500,0,9375000.0,93750
2015,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Agentes Persona Fisica,2,817145,224714,124550,4606918.0,107430
2015,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Agentes Persona Moral,1,110400,0,10810,3864000.0,16560
2015,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,5,1466587,387679,261200,3504307.0,0
2015,30,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Red de Sucursales Bancarias,2,920400,92040,112353,38914000.0,230100
2015,30,No aplica (interno),Interno,"Otros servicios profesionales, cientificos y tecnicos",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,135000,13500,34594,4725000.0,0
2015,30,No aplica (interno),Interno,"Servicios de ambulancias, de bancos de organos y otros servicios",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,198097,19810,0,9956520.0,0
2015,30,No aplica (interno),Interno,Servicios de revelado de fotografias y otros servicios personal,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,310982,85795,33418,574649.0,0
2015,30,No aplica (interno),Interno,Servicios relacionados con el transporte por carretera,Global,Nacional,Agentes Persona Fisica,1,50000,13750,4671,1.0,7500
2015,30,No aplica (interno),Mixto,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,2592,648,648,31534600.0,0
2015,30,No aplica (interno),Mixto,Fabricacion de estructuras metalicas y productos de herreria,Global,Nacional,Agentes Persona Fisica,2,1428600,392865,226335,662995164.0,180360
2015,30,No aplica (interno),Mixto,Fabricacion de otros productos quimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,6,185960,52001,33357,142148231.0,0
2015,30,No aplica (interno),Mixto,Fabricacion de otros productos quimicos,Global,Nacional,Agentes Persona Fisica,2,1617347,444770,244566,761165502.0,221855
2015,30,No aplica (interno),Mixto,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Nacional,Agentes Persona Fisica,2,1495905,411374,161012,895816145.0,224385
2015,30,No aplica (interno),Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,45362,0,0,3490433.0,0
2015,30,No aplica (interno),Mixto,Fabricacion de productos farmaceuticos,Global,Extranjera,Agentes Persona Fisica,1,104733,28801,15161,3922190.0,13091
2015,30,No aplica (interno),Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1095425,280934,159342,233002193.0,0
2015,30,Pais no Especificado,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Fisica,1,27663,7607,2532,16.0,4841
2015,30,Pais no Especificado,Mixto,Fabricacion de productos de hule,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,151046,41537,2,16.0,0
2015,30,Pais no Especificado,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,27657,0,0,16.0,0
2015,30,Pais no Especificado,Mixto,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-88170,-22043,0,1.0,0
2015,30,Panama,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Fisica,2,3073,845,250,488201.0,321
2015,30,Panama,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1859,0,0,143152.0,0
2015,30,Panama,Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,9366,2402,1369,1147071.0,0
2015,30,Peru,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,2072,0,0,159520.0,0
2015,30,Puerto Rico,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,13642,0,0,1049739.0,0
2015,30,Republica Dominicana,Mixto,Fabricacion de otros productos quimicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,17961,4939,3697,8529676.0,0
2015,31,E.U.A.,Exportacion,Otras industrias alimentarias,Global,Extranjera,Agentes Persona Fisica,2,159350,43821,24263,2.0,16896
2015,34,Colombia,Mixto,Industria del aluminio,Global,Extranjera,Agentes Persona Fisica,2,8456,2325,996,4427717.0,1039
2015,34,E.U.A.,Mixto,Industria del aluminio,Global,Extranjera,Agentes Persona Fisica,2,48732,13401,5740,25514292.0,5993
2015,34,No aplica (interno),Interno,Fabricacion de equipo de generacion y distribucion de energia ele,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,1485000,389812,190202,2.0,0
2015,34,No aplica (interno),Mixto,Industria del aluminio,Global,Extranjera,Agentes Persona Fisica,2,1005306,276458,118435,526329752.0,123641
2015,34,Pais no Especificado,Exportacion,Fabricacion de productos farmaceuticos,Global,Extranjera,Agentes Persona Fisica,2,1282502,352687,183714,126.0,224437
2015,35,E.U.A.,Exportacion,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Extranjera,Agentes Persona Moral,1,-280947,-77261,0,1.0,-35119
2015,35,E.U.A.,Exportacion,"Elaboracion de azucar, chocolates, dulces y similares",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,1583769,433353,233667,914700086.0,0
2015,35,Guatemala,Exportacion,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,1329,365,52,49196.0,0
2015,35,Honduras,Exportacion,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,1974,543,77,316206.0,0
2015,35,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Fisica,1,1200000,330000,120246,1.0,210000
2015,35,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,150750,41456,15464,2.0,0
2015,35,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,2,2097484,576808,180070,24648228.0,292122
2015,36,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Fisica,1,108000,29700,4556,1.0,13500
2015,37,No aplica (interno),Mixto,Elaboracion de productos lacteos,Global,Nacional,Agentes Persona Fisica,2,317909,87425,51791,142134710.0,47686
2015,38,Brasil,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,2,18993,5222,2330,6959525.0,2848
2015,38,Canada,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,2,163937,45082,20115,101960036.0,24590
2015,38,Corea del Sur,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,2,28686,7888,3519,9993707.0,4302
2015,38,E.U.A.,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,2,676530,186045,83011,496262245.0,101479
2015,38,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,330835,74438,74438,1.0,0
2015,38,No aplica (interno),Mixto,Elaboracion de productos lacteos,Global,Nacional,Agentes Persona Fisica,2,1901805,522996,289553,852958876.0,285270
2015,38,No aplica (interno),Mixto,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Fisica,2,3951,1086,429,1796290.0,592
2015,39,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,1,11366264,3125722,802063,1800000.0,1796711
2015,40,Alemania,Exportacion,"Conservacion de frutas, verduras y guisos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,109026,29981,16421,19429782.0,0
2015,40,Belice,Exportacion,Fabricacion de productos de papel y carton,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,26075,7170,2474,348506.0,0
2015,40,Canada,Exportacion,"Conservacion de frutas, verduras y guisos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,201818,55499,30398,35966441.0,0
2015,40,Canada,Exportacion,Otras industrias manufactureras,Global,Extranjera,Agentes Persona Moral,1,82113,22581,11275,44565838.0,12317
2015,40,Canada,Mixto,Fabricacion de telas,Global,Extranjera,Agentes Persona Fisica,2,1646,452,227,358739.0,164
2015,40,E.U.A.,Exportacion,"Conservacion de frutas, verduras y guisos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,818236,225015,122622,146711464.0,0
